Age,Monthly_Income,Credit_Score,Loan_Amount_Requested,Employment_Status,Existing_Debts,Number_of_Previous_Loans,Payment_History,Debt_to_Income_Ratio,Repayment_Status
31,1919,807,7659,Employed,14265,4,Excellent,0.65,1
33,17108,397,5841,Employed,3470,1,Excellent,0.37,1
27,5159,567,19335,Self-Employed,12616,5,Good,0.11,0
46,6783,692,48351,Self-Employed,3714,0,Good,0.44,1
27,12215,584,21305,Employed,11268,0,Poor,0.29,0
29,17665,408,4424,Employed,2395,8,Excellent,0.15,1
47,2840,326,48501,Employed,12201,9,Excellent,0.65,0
58,16305,354,15538,Employed,3470,4,Excellent,0.21,1
18,12084,432,43285,Employed,9474,8,Good,0.51,1
22,16280,351,46276,Employed,6900,7,Excellent,0.33,1
37,6637,792,4769,Employed,14321,8,Poor,0.59,0
25,19245,597,32586,Self-Employed,6562,8,Good,0.51,1
60,2091,698,27447,Employed,8582,7,Fair,0.13,0
29,2026,317,21015,Employed,5981,2,Fair,0.34,0
18,9355,545,36078,Employed,10135,6,Good,0.22,1
74,12195,802,3343,Employed,6132,3,Poor,0.51,1
71,2792,388,4386,Employed,1950,7,Poor,0.4,0
37,19538,502,36107,Employed,2637,6,Excellent,0.27,1
45,18071,539,1683,Self-Employed,5967,8,Poor,0.26,0
74,10125,789,26451,Employed,6258,7,Good,0.12,1
60,7931,312,2054,Employed,8195,2,Excellent,0.19,1
54,17426,614,24595,Employed,10882,4,Good,0.51,1
64,13204,497,21398,Self-Employed,7906,2,Excellent,0.45,1
54,1937,542,24685,Self-Employed,13439,8,Good,0.28,1
29,12280,806,1348,Self-Employed,4104,0,Fair,0.59,1
54,18716,342,29890,Employed,7491,6,Excellent,0.36,1
66,10488,629,17362,Self-Employed,14453,8,Excellent,0.57,1
66,10453,728,34790,Unemployed,3538,2,Poor,0.56,0
73,7294,461,26025,Employed,2747,6,Good,0.6,0
61,5074,734,1503,Employed,1674,6,Good,0.6,1
73,17801,532,42045,Self-Employed,11726,1,Poor,0.49,0
45,2184,410,45282,Unemployed,9123,4,Poor,0.54,0
64,5733,531,14576,Student,8316,9,Excellent,0.55,1
32,18461,572,34290,Employed,14558,6,Good,0.16,1
23,14497,340,12884,Student,14663,1,Poor,0.25,0
61,9507,765,26205,Employed,8065,9,Excellent,0.12,1
37,18111,376,33785,Employed,13304,9,Good,0.17,1
67,3828,789,2268,Student,2865,1,Good,0.56,1
31,10519,416,2176,Unemployed,8450,5,Fair,0.67,0
19,18314,733,19016,Employed,14402,1,Excellent,0.49,1
26,10755,318,13745,Unemployed,11860,9,Good,0.63,0
54,19593,495,12961,Employed,7026,0,Excellent,0.26,1
37,7282,750,37381,Employed,11325,2,Excellent,0.6,1
43,2734,724,42712,Unemployed,9163,0,Excellent,0.27,1
46,6705,693,40358,Student,8183,5,Excellent,0.63,1
18,2920,583,7768,Employed,13837,3,Fair,0.57,0
72,18652,333,19972,Employed,7801,1,Poor,0.69,0
52,11096,594,34089,Employed,12566,6,Fair,0.59,0
23,5855,550,8626,Self-Employed,1146,6,Good,0.31,1
54,19422,638,46281,Self-Employed,4684,7,Excellent,0.12,1
70,19215,739,29403,Student,10511,6,Excellent,0.62,1
22,9761,479,30032,Employed,12240,0,Good,0.42,1
50,15265,527,31226,Self-Employed,12789,2,Fair,0.61,0
66,7444,322,29783,Unemployed,6801,0,Excellent,0.3,0
68,8626,626,9403,Employed,11532,1,Poor,0.07,0
31,18364,453,43216,Employed,892,0,Fair,0.08,1
29,6763,445,30619,Employed,10807,8,Poor,0.49,0
59,16800,551,3619,Self-Employed,4313,6,Good,0.12,1
37,4293,601,2347,Employed,6828,8,Good,0.53,0
70,4392,369,4164,Self-Employed,3623,7,Excellent,0.32,1
67,2698,842,14559,Employed,8038,9,Good,0.42,1
41,19776,392,28788,Employed,10398,1,Poor,0.57,0
60,3383,462,34678,Self-Employed,359,0,Excellent,0.21,1
51,2297,380,8166,Employed,1488,4,Excellent,0.32,0
42,9709,362,36219,Employed,14879,6,Excellent,0.52,0
67,9735,735,45763,Employed,5760,1,Poor,0.65,0
46,18038,347,1403,Employed,290,3,Excellent,0.24,1
74,16757,744,11033,Self-Employed,14371,6,Fair,0.45,1
56,9550,373,28224,Self-Employed,11218,8,Excellent,0.67,0
48,7447,841,19074,Employed,4955,5,Fair,0.47,1
73,11117,456,4485,Self-Employed,2113,6,Good,0.63,0
64,3392,786,47519,Employed,6940,7,Excellent,0.66,1
60,4924,565,10448,Employed,10396,7,Fair,0.65,0
67,10950,555,21672,Unemployed,5674,8,Fair,0.54,0
40,14918,338,14410,Employed,12050,9,Good,0.41,0
61,3515,354,15262,Employed,6264,1,Fair,0.11,0
55,6333,327,28760,Self-Employed,6335,6,Excellent,0.19,1
37,11394,417,10834,Employed,11739,1,Poor,0.22,0
40,17442,669,33279,Employed,5473,6,Excellent,0.07,1
62,10565,508,28928,Employed,1566,8,Excellent,0.12,1
69,2065,615,21829,Student,10596,3,Excellent,0.24,1
33,8912,692,23843,Employed,12818,4,Excellent,0.11,1
67,19902,743,35712,Employed,479,4,Good,0.16,1
59,11577,558,20955,Self-Employed,4892,1,Good,0.09,1
72,11815,497,35328,Unemployed,5192,2,Good,0.32,1
25,14334,744,32632,Employed,7558,9,Excellent,0.58,1
67,3814,604,38515,Employed,7097,0,Excellent,0.58,1
38,5912,638,8154,Employed,1099,2,Fair,0.64,0
18,5383,828,29170,Employed,2235,4,Fair,0.53,1
72,12884,353,47857,Employed,11954,8,Good,0.21,1
25,11551,411,32163,Employed,14302,0,Good,0.51,0
46,9716,718,13085,Employed,13649,5,Excellent,0.54,1
49,13195,604,28244,Employed,8667,1,Fair,0.4,1
55,9402,737,6327,Employed,11569,5,Poor,0.57,1
22,14687,384,18139,Unemployed,916,9,Excellent,0.1,1
64,19073,823,26875,Employed,4744,5,Fair,0.44,1
39,13788,551,34264,Employed,10401,0,Good,0.36,1
64,15710,425,14060,Self-Employed,4897,4,Excellent,0.57,1
51,8384,704,16656,Employed,6190,9,Good,0.13,1
18,12059,603,19805,Employed,10263,1,Good,0.19,1
72,19625,327,35366,Self-Employed,9551,0,Fair,0.41,0
72,5188,565,29855,Employed,1307,8,Fair,0.67,0
43,15614,351,5127,Employed,2221,5,Poor,0.1,0
60,6869,810,46891,Unemployed,7474,0,Good,0.53,1
27,13438,506,39319,Employed,4974,9,Good,0.18,1
47,5523,810,4590,Self-Employed,6114,8,Good,0.12,1
67,17482,500,13973,Self-Employed,11013,8,Excellent,0.31,1
35,18600,583,17845,Employed,12517,6,Good,0.43,1
34,5467,656,38734,Employed,8894,8,Fair,0.59,0
43,8923,346,49087,Student,117,0,Excellent,0.46,1
25,7950,436,28281,Employed,10292,2,Poor,0.37,0
64,13713,429,45283,Self-Employed,3263,7,Good,0.24,0
57,4715,494,17549,Employed,5043,2,Fair,0.24,0
66,1890,663,28623,Employed,4667,7,Poor,0.55,0
29,1732,731,35496,Employed,10152,2,Good,0.12,1
44,9134,368,25080,Employed,4618,3,Excellent,0.15,1
25,12998,757,5697,Employed,8963,3,Fair,0.52,1
42,12416,839,16730,Employed,11021,4,Fair,0.67,1
63,1733,634,29245,Student,6798,9,Excellent,0.13,1
21,2891,825,45134,Employed,12400,9,Excellent,0.45,1
50,12584,315,32313,Employed,1287,3,Excellent,0.21,1
18,10947,755,19557,Employed,7658,6,Good,0.07,1
36,15684,809,1037,Student,9559,3,Poor,0.59,1
48,13382,508,30908,Employed,11786,0,Excellent,0.38,1
33,16338,457,41254,Self-Employed,8047,4,Fair,0.07,1
31,18773,636,3021,Self-Employed,8290,7,Fair,0.63,1
70,9402,540,40648,Employed,14808,5,Fair,0.4,0
65,14379,357,38289,Employed,1046,3,Excellent,0.53,1
22,18629,604,9839,Employed,12526,3,Good,0.33,1
58,11411,644,32005,Employed,14956,0,Poor,0.17,0
43,1927,313,4302,Employed,5382,9,Excellent,0.35,0
45,2231,658,9511,Employed,5444,0,Excellent,0.24,1
19,2299,676,21991,Employed,3803,2,Fair,0.24,0
67,8525,542,40136,Employed,3755,3,Good,0.47,1
23,15981,444,44513,Employed,4482,3,Good,0.11,1
26,9124,714,10914,Self-Employed,8797,1,Poor,0.31,1
50,16461,693,10948,Employed,2169,8,Fair,0.41,1
58,9732,657,45638,Employed,5419,7,Good,0.51,1
42,4867,457,29354,Student,562,2,Good,0.46,1
65,14762,317,6873,Employed,6460,1,Excellent,0.63,1
30,6729,646,32461,Employed,5938,0,Good,0.7,1
26,15247,357,8498,Employed,4000,9,Good,0.66,1
70,5761,454,24556,Self-Employed,8211,8,Excellent,0.55,0
30,4966,786,33606,Employed,4637,4,Poor,0.5,0
48,15285,830,28091,Employed,3960,7,Excellent,0.07,1
58,4588,786,6635,Employed,9515,3,Good,0.4,1
28,14515,450,34532,Employed,3541,1,Fair,0.48,0
21,2615,658,23690,Employed,3157,4,Fair,0.32,0
51,6078,667,18036,Employed,5861,7,Good,0.3,1
55,4090,346,46040,Employed,11932,5,Good,0.4,0
63,8872,506,48911,Employed,6548,7,Poor,0.64,0
21,5073,749,45562,Employed,7121,2,Good,0.22,1
55,4478,782,11321,Unemployed,6836,4,Fair,0.31,0
36,12139,442,30152,Student,10351,1,Poor,0.47,0
23,10922,699,21348,Employed,7306,2,Excellent,0.17,1
51,12358,396,21995,Unemployed,7177,6,Poor,0.59,0
35,6475,346,25762,Employed,1314,0,Fair,0.48,0
30,6425,490,1145,Unemployed,14233,7,Good,0.28,0
58,12286,439,6101,Employed,2426,4,Good,0.52,1
40,16216,530,5247,Employed,12145,1,Poor,0.23,0
36,3495,639,10578,Self-Employed,939,2,Excellent,0.55,1
62,15344,790,5188,Unemployed,8429,3,Good,0.1,1
28,5391,348,32774,Employed,8835,1,Fair,0.33,0
18,17022,752,44547,Employed,14665,9,Fair,0.22,1
41,8645,615,3696,Unemployed,8376,4,Excellent,0.58,0
71,9998,621,42008,Employed,1830,6,Excellent,0.54,1
24,11054,386,47958,Student,7887,8,Fair,0.6,0
42,3602,773,20713,Self-Employed,1785,0,Good,0.47,1
38,4530,581,45549,Self-Employed,9640,9,Excellent,0.57,0
32,10024,373,44548,Employed,8029,5,Excellent,0.34,1
18,9607,752,31875,Employed,7490,5,Good,0.49,1
29,18126,346,26350,Employed,4577,0,Good,0.07,1
24,19768,395,5641,Unemployed,14936,1,Fair,0.62,0
32,16435,330,6559,Self-Employed,1381,7,Excellent,0.5,1
38,11124,833,35028,Employed,361,5,Fair,0.61,1
36,17323,316,12631,Self-Employed,1059,0,Fair,0.55,0
46,9363,511,36816,Employed,8707,9,Good,0.24,0
42,4609,534,3023,Unemployed,5865,9,Excellent,0.23,0
50,13982,691,26656,Employed,8521,5,Poor,0.57,1
66,3050,653,21654,Employed,6412,9,Excellent,0.17,1
49,2146,604,22717,Employed,3141,6,Good,0.12,1
66,14907,849,35842,Employed,5638,1,Good,0.06,1
52,14200,839,33550,Student,3739,3,Fair,0.24,1
61,2037,808,46202,Employed,13242,6,Good,0.11,1
55,15666,694,46923,Unemployed,14713,5,Good,0.57,1
43,8072,730,36080,Student,292,7,Fair,0.36,0
28,1734,476,4474,Employed,6030,5,Poor,0.21,0
52,15567,705,15171,Unemployed,5405,1,Good,0.44,1
25,11196,600,4260,Employed,359,0,Good,0.1,1
63,15650,744,6618,Self-Employed,1609,4,Fair,0.52,1
31,19258,426,46765,Employed,10763,9,Fair,0.38,1
27,3409,648,35118,Student,1360,9,Good,0.05,1
19,13650,320,10285,Employed,623,8,Good,0.26,1
63,1580,719,39816,Unemployed,1565,1,Excellent,0.54,1
26,3583,451,9141,Employed,1920,6,Good,0.17,1
20,14878,459,29352,Employed,1511,8,Fair,0.68,0
38,16717,779,45056,Employed,7546,3,Excellent,0.63,1
43,19574,742,24707,Employed,6487,3,Good,0.56,1
25,18640,395,23161,Employed,13541,9,Good,0.1,1
65,4170,651,2854,Unemployed,4713,4,Fair,0.28,0
19,5251,374,19650,Employed,5919,5,Fair,0.24,0
23,13244,658,17944,Student,7929,6,Good,0.14,1
45,6761,432,8546,Unemployed,8766,8,Excellent,0.7,0
70,16191,699,49321,Employed,2001,5,Good,0.15,1
46,8352,438,8207,Employed,396,2,Good,0.25,1
43,2994,545,30268,Unemployed,14756,1,Good,0.62,1
42,18785,590,7486,Employed,5675,5,Good,0.14,1
29,2172,411,32222,Employed,10900,8,Good,0.36,0
22,10130,469,30121,Employed,4497,2,Good,0.68,1
51,11768,539,19767,Student,1511,3,Fair,0.21,1
65,1944,636,39915,Employed,10285,2,Fair,0.51,0
54,10657,437,11017,Employed,12974,6,Excellent,0.1,1
32,13482,535,16094,Employed,12441,3,Good,0.44,1
61,10155,302,32236,Employed,12548,5,Good,0.27,0
53,3787,415,8664,Employed,2692,5,Excellent,0.5,0
32,13457,771,30921,Unemployed,14622,8,Good,0.33,1
60,5508,430,30845,Employed,2032,4,Good,0.24,0
65,13196,782,15573,Self-Employed,6988,6,Fair,0.4,1
40,10604,700,2683,Employed,5872,0,Excellent,0.14,1
23,1996,500,10390,Employed,9546,7,Good,0.58,0
63,2963,591,34777,Employed,4734,1,Excellent,0.54,1
67,13959,641,49588,Self-Employed,10944,3,Fair,0.4,1
61,18377,515,32777,Self-Employed,7639,9,Poor,0.29,0
60,19310,665,43667,Employed,9484,6,Good,0.64,1
62,11384,768,30111,Employed,11927,5,Good,0.46,1
38,19677,717,30980,Self-Employed,4252,3,Excellent,0.24,1
40,4223,326,36380,Employed,11931,7,Good,0.57,0
60,18542,754,24808,Employed,4709,6,Good,0.46,1
72,6261,313,8226,Employed,10668,5,Excellent,0.13,1
33,9130,397,23447,Employed,1908,4,Fair,0.12,0
64,17875,578,38109,Employed,5077,4,Excellent,0.66,1
70,10241,789,18926,Employed,11091,6,Fair,0.24,1
32,5850,506,18621,Employed,1275,5,Good,0.48,1
42,1707,532,12167,Employed,12554,3,Poor,0.07,0
53,5690,538,6709,Self-Employed,58,6,Excellent,0.41,1
28,3383,549,14240,Employed,3923,4,Excellent,0.2,1
68,4386,605,36031,Employed,616,6,Poor,0.14,0
32,18361,762,33146,Employed,14092,6,Excellent,0.55,1
21,10453,535,8998,Self-Employed,13870,1,Good,0.58,1
38,9881,590,41508,Employed,3671,3,Good,0.51,1
30,15295,338,11812,Self-Employed,10410,9,Good,0.06,1
39,18639,482,32101,Employed,5783,3,Good,0.24,1
36,11138,329,15228,Unemployed,1711,6,Fair,0.28,0
51,6431,687,25747,Employed,1342,7,Excellent,0.5,1
31,11355,442,47300,Employed,4752,0,Fair,0.54,0
21,7224,718,30790,Self-Employed,4932,6,Good,0.46,1
65,13920,373,2882,Employed,1023,5,Good,0.56,0
70,5560,354,39955,Self-Employed,6965,9,Good,0.33,0
69,6265,323,19659,Employed,733,0,Poor,0.4,0
63,8053,321,48420,Employed,8589,7,Fair,0.09,0
44,8878,727,24258,Self-Employed,11278,4,Good,0.33,1
46,19573,331,24886,Self-Employed,9160,6,Fair,0.33,0
64,19200,638,42560,Self-Employed,461,7,Good,0.45,1
45,8630,814,32343,Employed,8329,6,Fair,0.3,1
52,4686,811,19407,Student,761,9,Excellent,0.2,1
25,7289,369,4950,Employed,10389,0,Good,0.2,1
33,17622,387,4889,Employed,9054,5,Good,0.14,1
59,19029,518,31410,Employed,13068,0,Fair,0.51,1
53,9442,569,29968,Student,592,3,Excellent,0.45,1
47,9048,377,19976,Employed,5696,3,Excellent,0.43,1
35,18444,309,24016,Self-Employed,7821,7,Fair,0.4,0
19,19796,767,10211,Employed,2347,5,Excellent,0.29,1
66,19748,635,23742,Employed,1446,6,Excellent,0.55,1
30,1796,485,24553,Employed,1442,9,Fair,0.65,0
21,3909,845,30332,Employed,2806,6,Fair,0.34,1
43,2961,420,14089,Employed,7450,6,Fair,0.32,0
42,3768,573,49334,Employed,3325,9,Good,0.16,1
47,18878,709,5436,Employed,6647,1,Excellent,0.49,1
28,8054,657,18087,Employed,3756,5,Fair,0.41,1
24,17891,397,26428,Employed,1336,7,Excellent,0.69,1
48,19301,540,9497,Employed,5397,7,Good,0.43,1
61,8858,413,29154,Employed,8993,3,Excellent,0.24,1
27,19171,786,27509,Employed,8072,6,Fair,0.42,1
56,19002,540,41404,Employed,10549,8,Good,0.69,1
30,9137,455,45747,Employed,11449,7,Poor,0.52,0
48,2160,651,42833,Employed,12131,1,Excellent,0.13,1
24,10407,343,35349,Self-Employed,12271,7,Fair,0.27,0
73,8422,611,4957,Employed,11487,2,Good,0.24,1
66,13453,437,38358,Unemployed,12861,3,Good,0.61,1
59,5470,735,15913,Unemployed,7589,2,Good,0.45,1
59,4907,442,10797,Self-Employed,8787,7,Fair,0.58,0
73,10546,598,8531,Self-Employed,2047,3,Good,0.16,1
53,16047,561,14825,Employed,8218,0,Excellent,0.64,1
37,6260,811,7911,Employed,2428,8,Poor,0.09,1
21,19781,361,33316,Employed,5439,8,Good,0.29,1
71,14965,722,6731,Employed,130,0,Poor,0.06,1
24,5587,695,18279,Employed,14974,7,Fair,0.17,1
71,9107,330,48558,Employed,3067,1,Good,0.68,0
18,5519,629,47223,Self-Employed,13834,6,Excellent,0.1,1
61,2315,468,45223,Employed,3351,0,Good,0.14,0
73,14063,565,25416,Employed,2332,5,Good,0.65,1
62,14792,607,29000,Employed,5316,9,Good,0.51,1
59,17658,758,13045,Student,736,9,Excellent,0.31,1
64,2422,484,37299,Employed,3847,7,Good,0.09,0
30,14429,633,11666,Employed,1298,5,Excellent,0.56,1
72,16425,814,19245,Student,1091,8,Excellent,0.37,1
39,19148,740,33566,Employed,232,0,Excellent,0.26,1
71,12479,690,28339,Unemployed,14946,8,Fair,0.28,1
38,4222,553,5852,Unemployed,221,2,Good,0.38,1
39,6855,634,17414,Employed,8644,1,Poor,0.41,0
45,14801,699,15281,Employed,5755,7,Good,0.58,1
26,4050,465,49538,Employed,4399,9,Fair,0.55,0
43,12641,559,48155,Employed,935,4,Good,0.55,1
26,19557,303,29031,Student,5733,0,Good,0.52,1
32,12784,418,17626,Employed,8130,0,Good,0.54,1
27,19550,769,24302,Unemployed,7567,1,Fair,0.49,1
41,2884,769,46741,Employed,1343,6,Excellent,0.61,1
74,9752,792,47691,Student,10503,1,Excellent,0.41,1
59,8738,799,31112,Employed,364,8,Excellent,0.39,1
25,7526,369,6511,Employed,13700,5,Excellent,0.51,0
41,11982,669,39276,Employed,10981,3,Good,0.16,1
33,15301,480,5668,Employed,9442,3,Good,0.56,1
66,17620,304,7087,Employed,8647,2,Fair,0.66,0
43,17080,496,8015,Employed,9955,8,Excellent,0.24,1
44,10164,346,32419,Employed,12084,1,Good,0.45,1
54,18842,439,40430,Employed,13616,8,Excellent,0.07,1
21,1993,839,32314,Employed,14840,2,Excellent,0.55,1
67,17965,726,12614,Self-Employed,12615,3,Good,0.41,1
41,8499,609,5003,Employed,11924,8,Fair,0.49,0
36,15333,573,27235,Self-Employed,9010,2,Good,0.14,1
53,4470,838,34366,Unemployed,12284,5,Excellent,0.58,1
56,1511,689,33837,Self-Employed,10157,4,Poor,0.22,0
27,17051,758,9139,Employed,3391,5,Fair,0.5,1
42,18645,660,10585,Employed,735,4,Good,0.44,1
35,4685,368,4659,Employed,14827,2,Poor,0.47,0
36,17909,730,27225,Employed,14796,1,Excellent,0.08,1
53,3306,331,6634,Employed,3606,9,Good,0.53,0
27,7164,812,40590,Employed,1467,8,Poor,0.57,0
50,15626,481,4682,Employed,3514,3,Good,0.36,1
72,14394,547,36451,Employed,3775,9,Good,0.32,1
67,6654,596,5562,Self-Employed,4661,5,Excellent,0.27,1
22,15267,329,5652,Employed,13915,8,Excellent,0.65,1
64,16726,601,46949,Employed,9011,4,Excellent,0.54,1
66,3025,775,22315,Employed,8156,6,Good,0.5,1
52,2260,651,10502,Employed,1714,4,Good,0.65,1
61,18478,781,5713,Employed,515,8,Excellent,0.28,1
51,15380,616,6413,Employed,14753,1,Good,0.46,1
50,2555,696,22984,Employed,5220,2,Good,0.5,1
72,11546,388,21487,Employed,14743,4,Fair,0.7,0
38,4583,533,3075,Employed,9620,1,Fair,0.33,0
34,17178,467,34550,Employed,5249,5,Good,0.31,1
39,13608,425,21190,Employed,11782,9,Good,0.1,1
65,11150,419,33263,Self-Employed,8010,2,Good,0.11,1
54,7457,727,43293,Employed,9035,4,Excellent,0.38,1
32,6755,489,12909,Employed,8131,4,Good,0.16,1
52,10911,727,30212,Employed,12322,9,Good,0.1,1
45,17844,501,15962,Employed,6142,7,Good,0.68,1
24,11191,358,16853,Student,14055,8,Excellent,0.67,1
49,19714,522,35822,Employed,14489,3,Excellent,0.26,1
28,4895,791,15375,Employed,11665,9,Good,0.56,1
27,2703,310,45361,Employed,3135,0,Good,0.62,0
26,4544,811,46964,Unemployed,5878,4,Poor,0.35,0
31,8772,609,3109,Unemployed,7033,3,Poor,0.2,0
30,5014,333,2320,Self-Employed,10807,4,Good,0.13,0
74,11490,639,48482,Employed,4324,8,Poor,0.14,1
42,7692,780,16987,Unemployed,5071,7,Fair,0.57,1
19,12267,392,38185,Employed,5942,7,Good,0.3,1
52,18028,432,4699,Employed,3979,7,Good,0.5,1
24,9007,718,47436,Unemployed,9468,0,Excellent,0.4,1
38,6357,767,29209,Self-Employed,1511,6,Good,0.31,1
35,13618,743,40330,Employed,4900,3,Excellent,0.13,1
20,19261,329,47415,Self-Employed,4659,5,Fair,0.27,0
59,4646,597,23547,Employed,2962,3,Good,0.6,1
71,18677,360,23939,Employed,14350,4,Excellent,0.58,1
56,7256,757,15202,Self-Employed,9086,4,Fair,0.07,1
58,5914,603,30220,Employed,9045,0,Fair,0.14,0
66,18994,639,22762,Employed,12627,5,Fair,0.54,1
28,5437,747,9796,Employed,2410,9,Fair,0.27,0
56,5463,601,2722,Employed,179,7,Good,0.47,1
41,7397,839,44364,Employed,588,4,Good,0.42,1
63,10474,784,48304,Employed,14550,9,Excellent,0.47,1
36,15877,376,12674,Unemployed,2045,5,Excellent,0.08,1
21,19000,814,49415,Employed,5854,4,Good,0.66,1
43,17556,848,3812,Employed,3225,0,Good,0.06,1
55,3250,391,43541,Student,10591,4,Good,0.06,0
59,5527,765,3278,Employed,14356,1,Excellent,0.2,1
49,13028,765,49222,Employed,13904,3,Excellent,0.7,1
56,7245,339,36118,Employed,11228,1,Fair,0.1,0
62,11179,628,4623,Employed,8756,7,Excellent,0.62,1
63,7438,584,7530,Self-Employed,4764,6,Excellent,0.15,1
53,13650,365,16987,Employed,7087,8,Good,0.12,1
57,14906,408,1924,Employed,4053,3,Excellent,0.56,1
54,19243,714,20546,Employed,4464,4,Poor,0.6,1
50,6353,391,38297,Employed,2706,8,Good,0.56,0
53,19825,667,13270,Self-Employed,12981,8,Good,0.21,1
20,4648,722,19953,Employed,13389,1,Excellent,0.62,1
26,17743,539,36583,Employed,12158,0,Good,0.1,1
25,9433,734,24356,Self-Employed,7166,2,Good,0.27,1
50,10936,511,5578,Employed,5238,9,Poor,0.35,0
23,19169,699,5462,Unemployed,12646,0,Good,0.09,1
58,7974,825,1888,Employed,3926,5,Good,0.43,1
56,16179,767,23332,Employed,1640,7,Excellent,0.41,1
21,12728,469,20862,Employed,13825,3,Good,0.69,0
30,2270,509,20973,Self-Employed,1650,3,Excellent,0.45,0
66,3343,555,47410,Self-Employed,8694,9,Excellent,0.31,1
19,1573,372,2723,Self-Employed,14367,0,Good,0.56,0
22,19544,446,24410,Employed,10597,8,Excellent,0.27,1
61,17559,639,9602,Employed,8253,9,Fair,0.4,1
44,9500,616,19614,Employed,13408,7,Poor,0.09,0
49,14773,453,45154,Self-Employed,11641,2,Good,0.26,1
38,17621,554,19444,Employed,5766,2,Good,0.39,1
25,1831,650,3613,Employed,5615,9,Excellent,0.51,1
55,19305,846,43772,Employed,5729,3,Good,0.11,1
25,9012,611,24082,Employed,12739,3,Good,0.57,1
67,6431,433,16980,Employed,3286,1,Good,0.64,0
20,14242,428,45866,Employed,14741,3,Good,0.23,1
71,14926,735,1677,Employed,1692,1,Good,0.55,1
61,6613,579,12102,Employed,7274,6,Excellent,0.17,1
20,9919,657,41498,Self-Employed,356,4,Good,0.39,1
39,4381,551,44211,Employed,14466,6,Poor,0.57,0
23,14645,434,4004,Unemployed,13333,5,Excellent,0.3,1
19,15056,822,49170,Unemployed,595,1,Good,0.07,1
40,4075,618,9986,Employed,1624,1,Good,0.4,1
61,14214,379,34496,Employed,14561,0,Fair,0.6,0
19,7685,490,27269,Employed,9321,0,Good,0.12,0
55,10156,752,15173,Employed,14260,4,Fair,0.07,1
34,7241,643,48609,Employed,8028,4,Good,0.58,1
52,18161,329,22118,Employed,10633,6,Good,0.22,0
51,1565,713,33958,Employed,4966,0,Fair,0.29,1
40,5762,667,15089,Employed,10222,4,Poor,0.11,0
47,7204,801,43956,Employed,11364,1,Fair,0.11,0
69,16855,320,44067,Unemployed,10023,9,Poor,0.45,0
25,10094,848,21250,Employed,3953,0,Excellent,0.41,1
39,13675,545,27065,Employed,7315,6,Excellent,0.24,1
61,14196,582,14690,Employed,8060,2,Good,0.34,1
53,7755,531,14740,Employed,11493,8,Excellent,0.3,1
22,8941,615,44069,Employed,6230,4,Good,0.5,1
30,16486,635,39807,Employed,2570,4,Excellent,0.61,1
46,14850,710,40213,Employed,92,4,Good,0.55,1
48,15940,544,42597,Employed,4899,8,Good,0.05,1
64,9460,686,5045,Employed,10392,9,Good,0.11,1
74,19321,657,6624,Employed,12641,0,Excellent,0.33,1
72,15165,321,21542,Self-Employed,9070,4,Fair,0.6,0
33,8129,318,44779,Employed,4703,9,Fair,0.2,0
59,15328,586,21495,Employed,7741,5,Good,0.62,1
47,6041,575,40602,Employed,1896,8,Good,0.12,1
74,9376,371,10033,Employed,9174,2,Good,0.1,1
72,14811,664,22604,Employed,2964,0,Good,0.64,1
33,16088,634,21442,Employed,11154,7,Excellent,0.16,1
29,18148,498,4247,Student,14744,8,Fair,0.35,1
34,13880,316,41748,Employed,9302,5,Good,0.26,0
33,11377,517,26474,Employed,6354,4,Good,0.15,1
29,19318,446,6586,Employed,8068,7,Excellent,0.46,1
25,6597,509,8940,Employed,8574,5,Fair,0.68,0
37,19544,713,19606,Employed,13906,5,Excellent,0.48,1
20,7961,629,43217,Employed,12002,8,Good,0.28,1
33,8544,651,41747,Student,9739,8,Fair,0.51,1
47,6997,462,35282,Employed,2918,0,Good,0.14,1
62,15251,400,46506,Employed,7320,1,Good,0.43,1
40,10804,626,3883,Self-Employed,5124,0,Good,0.36,1
